tags,instruction,category,intent,response,pure_unicode,mixed_unicode,romanized,pure_unicode_rev,__index_level_0__
BC,"I'm traveling abroad, I want help activating a card for international usage",CARD,activate_card_international_usage,"Sure thing! I can assist you with activating your card for international usage while you're traveling abroad. It's important to have your card activated to ensure smooth transactions and access to your funds. Here's what you can do:

1. Contact our customer support team at {{Customer Support Phone Number}} or reach out to them through the Live Chat on our website at {{Company Website URL}}. They will guide you through the process and provide any necessary instructions.

2. In some cases, you might be able to activate your card for international usage directly through your online banking portal or mobile app. Look for the ""Card Settings"" or ""Travel Preferences"" section, where you can toggle the international usage option.

3. If you prefer a self-service option, you can visit one of our {{Company name}} branches and request assistance from our friendly staff. They will walk you through the activation process step by step.

Remember, activating your card for international usage is crucial to avoid any inconvenience during your travels. If you have any further questions or need additional support, feel free to let me know. Have a great trip!","म विदेश यात्रा गर्दैछु, म अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्न मद्दत चाहन्छु।","म abroad यात्रा गर्दैछु, म international usage का लागि card activate गर्न help चाहन्छु।","ma bidesh yatra gardai chu, ma international usage ko lagi card activate garna maddat chahanchu.",,1554
BCLZ,"I'm travelling ovewrseas, I need assistance activating a credit card for international usage",CARD,activate_card_international_usage,"I'd be more than happy to assist you with activating your credit card for international usage while you're traveling abroad. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Inform them that you would like to activate your credit card for international usage.
3. They will guide you through the process and provide any necessary instructions and information.
4. Make sure to clarify the duration and specific countries you will be traveling to, as it may affect the activation process.

If you have any further questions or need additional assistance, please feel free to let me know. Have a fantastic trip abroad!","म विदेश यात्रा गर्दैछु, मलाई अन्तर्राष्ट्रिय प्रयोगका लागि क्रेडिट कार्ड सक्रिय गर्न मद्दत चाहिन्छ।","म overseas यात्रा गर्दैछु, मलाई credit card activate गर्न international usage का लागि assistance चाहिन्छ।","ma bidesh yatra gardai chu, malai international usage ko lagi credit card activate garna maddat chaiyo.",,1555
BCILPQ,im travelling abroad could ya help me activating a credit card for international usage,CARD,activate_card_international_usage,"I'm happy to help! I'm here to assist you with activating your credit card for international usage while you're traveling abroad. It's essential to ensure hassle-free transactions during your trip. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Inform them that you would like to activate your credit card for international usage.
3. Provide the necessary details, such as your card number, expiration date, and your destination.
4. They will guide you through the activation process and answer any specific questions you may have.
5. Once your card is activated, you can use it for transactions worldwide.

If you encounter any issues or require further assistance, please don't hesitate to reach out. Have a fantastic trip!","म विदेश यात्रा गर्दैछु, के तपाईं मलाई अन्तर्राष्ट्रिय प्रयोगको लागि क्रेडिट कार्ड सक्रिय गर्न मद्दत गर्न सक्नुहुन्छ?","म abroad यात्रा गर्दैछु, के तपाईं मलाई credit card activate गर्न international usage को लागि help गर्न सक्नुहुन्छ?","ma bidesh yatra gardai chu, ke tapai malai international usage ko lagi credit card activate garna maddat garna saknuhunchha?",,1556
BCEIQZ,I'm travelling abroad can uhelp me cativate an amex for international usage,CARD,activate_card_international_usage,"I'll do my best! I'm here to assist you with activating your {{Credit Card}} for international usage while you're traveling abroad.

To activate your {{Credit Card}} for international usage, you can follow these steps:

1. Contact the customer support of your {{Credit Card}} provider. They will guide you through the activation process.
2. Inform them about your travel plans and let them know that you would like to enable international usage on your card.
3. They may ask for some verification information to ensure the security of your account. Provide the requested information accurately.
4. Once the activation process is complete, your {{Credit Card}} will be ready for use internationally.

If you encounter any difficulties during the activation process or have any further questions, please don't hesitate to reach out to me. I'm here to help! Safe travels!","म विदेश यात्रा गर्दैछु, के तपाईं मलाई अन्तर्राष्ट्रिय प्रयोगका लागि एक अमेक्स सक्रिय गर्न मद्दत गर्न सक्नुहुन्छ?","म abroad यात्रा गर्दैछु, के तपाईं मलाई international usage का लागि एक amex activate गर्न help गर्न सक्नुहुन्छ?","ma bidesh yatra gardai chu, ke tapai malai international usage ko lagi ek amex activate garna help garna saknuhunchha?",,1557
BCILPQZ,i have to activate an credit card for international usage will uhelp me,CARD,activate_card_international_usage,"I understand the importance of activating your credit card for international usage while you're traveling abroad. Activating your credit card will ensure that you have a smooth and hassle-free experience during your trip. Here's what you need to do to activate your card:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Provide them with the necessary information, such as your card details and personal identification.
3. Inform them that you'd like to activate your card for international usage.
4. They will guide you through the activation process and provide any additional information or steps required.

If you face any difficulties or have further questions, feel free to reach out to our customer support team. They are available {{Customer Support Working Hours}} and will be more than happy to assist you. Have a fantastic trip!","मलाई अन्तर्राष्ट्रिय प्रयोगको लागि क्रेडिट कार्ड सक्रिय गर्नुपर्छ, के तपाई मलाई मद्दत गर्नुहुन्छ?","मलाई international usage को लागि credit card activate गर्नुपर्छ, के तपाई मलाई help गर्नुहुन्छ?","malai international usage ko lagi credit card activate garnu parne, ke tapai malai help garnuhunchha?",,1558
BCIPQ,id like to activate a card for international usage can i get some help,CARD,activate_card_international_usage,"I'm here to assist you with activating your card for international usage. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Inform them that you would like to activate your card for international transactions.
3. They will guide you through the necessary steps and verify your identity for security purposes.
4. Once your card is activated for international usage, you'll be able to use it for transactions abroad.

If you have any further questions or need additional assistance, feel free to let me know. Safe travels!","म अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्न चाहन्छु, के म केही मद्दत पाउन सक्छु?","म international usage का लागि card activate गर्न चाहन्छु, के म केही help पाउन सक्छु?","ma antarrashtriya prayog ka lagi card activate garna chahanchu, ke ma kehi maddat paun sakchu?",,1559
BCL,"I'm travelling abroad, I need assistance activating a credit card for international usage",CARD,activate_card_international_usage,"I understand that you're traveling abroad and need assistance activating your credit card for international usage. Activating your card for international usage is an important step to ensure a smooth experience while you're abroad. Here's what you can do:

1. Contact our customer support team at {{Customer Support Phone Number}} or reach out to them via email at {{Customer Support Email Address}}. They will be able to guide you through the process and provide any necessary instructions specific to your card.

2. You can also activate your card for international usage through our online banking platform or mobile app. Log in to your account and navigate to the settings or account preferences section. Look for an option related to card activation or travel notifications. Follow the prompts to activate your card for international usage.

3. If you're unable to find the activation option online or require further assistance, our customer support team will be more than happy to assist you. Reach out to them and provide details about your card and travel plans so they can quickly assist you in activating your card.

Remember, activating your credit card for international usage is important to ensure uninterrupted service while you're abroad. If you have any other questions or concerns, feel free to let me know. Safe travels!","म विदेश यात्रा गर्दैछु, मलाई अन्तर्राष्ट्रिय प्रयोगका लागि क्रेडिट कार्ड सक्रिय गर्न मद्दत चाहिन्छ।","म abroad यात्रा गर्दैछु, मलाई credit card activate गर्न international usage का लागि assistance चाहिन्छ।","ma bidesh yatra gardai chu, malai international usage ko lagi credit card activate garna maddat chaiyo.",,1560
BIZ,how to activate an card for international usage?,CARD,activate_card_international_usage,"I'm glad you reached out to us for assistance with activating your card for international usage. It's important to get this sorted so that you can conveniently use your card while traveling abroad. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or send an email to {{Customer Support Email}}. They will guide you through the activation process step by step.
2. Provide them with your card details, such as the card number, expiration date, and your identification information.
3. They will verify your details and activate your card for international usage.
4. Make sure to ask any questions or express any concerns you may have during the activation process. Our team is here to help and address any issues that may arise.

If you have any further questions or need additional assistance, please don't hesitate to let me know.",कार्ड अन्तर्राष्ट्रिय प्रयोगका लागि कसरी सक्रिय गर्ने?,card international usage का लागि कसरी activate गर्ने?,card international usage ko lagi kasari activate garne?,,1561
BCIPQ,I'd like to activate an amex for international usage can ya help me,CARD,activate_card_international_usage,"I'm here to help you activate your {{Credit Card}} for international usage. It's important to have your card activated to ensure a seamless experience while traveling abroad. Here's what you need to do:

1. Contact the customer service number on the back of your {{Credit Card}}. They will guide you through the activation process specific to your card type.

2. Make sure to have your card details and identification documents handy, as they may require this information for verification purposes.

3. The customer service representative will assist you in activating your card for international usage and provide any additional instructions or information you may need.

If you have any further questions or need any assistance, feel free to let me know. Have a great trip!","म अन्तर्राष्ट्रिय प्रयोगका लागि एउटा अमेक्स सक्रिय गर्न चाहन्छु, के तपाई मलाई मद्दत गर्न सक्नुहुन्छ?","म international usage का लागि amex activate गर्न चाहन्छु, के तपाई मलाई help गर्न सक्नुहुन्छ?","ma antarrashtriya prayog ka lagi amex activate garna chahanchu, ke tapai malai help garna saknuhunchha?",,1562
BCLQ,im traveling overseas i need to activate an amex for international usage,CARD,activate_card_international_usage,"Definitely! I understand the importance of activating your {{Credit Card}} for international usage while you're traveling overseas. Don't worry, I'll guide you through the process.

To activate your {{Credit Card}} for international usage, you have a couple of options:

1. Online Activation: Log in to your {{Bank Account}} through the official website or mobile app. Look for the ""Manage Cards"" or ""Account Services"" section, then find the option to ""Activate Card"" or ""Enable International Usage"". Follow the prompts to complete the activation. 

2. Customer Service: If you prefer to speak to a representative, you can reach out to Amex customer service at {{Customer Support Phone Number}}. They will assist you in activating your card for international usage. 

It's essential to activate your card before your trip so that you can enjoy seamless transactions abroad. Safe travels, and if you have any more questions, feel free to ask!","म विदेश यात्रा गर्दैछु, मलाई अन्तर्राष्ट्रिय प्रयोगको लागि एउटा अमेक्स सक्रिय गर्नुपर्छ।","म overseas यात्रा गर्दैछु, मलाई international usage को लागि एउटा Amex activate गर्नुपर्छ।","ma videsh yatra gardai chu, malai international usage ko lagi euta amex activate garnu parcha.",,1563
BCZ,"I'm travelling abroad , activate a card for international usage",CARD,activate_card_international_usage,"I can help you with activating your card for international usage while you're traveling abroad. It's important to make sure that your card is ready to use internationally to avoid any issues during your trip. Here are the steps to activate your card:

1. Contact our customer service team at {{Customer Support Phone Number}} or {{Email Address}}.
2. Inform them that you'd like to activate your card for international usage and provide any necessary details.
3. They will guide you through the verification process and activate your card for international transactions.
4. Once the activation is complete, you'll receive a confirmation notification.

If you have any further questions or need assistance during your trip, feel free to reach out. Have a fantastic time abroad!","म विदेश यात्रा गर्दैछु, अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्नुहोस्।","म abroad यात्रा गर्दैछु, international usage का लागि card activate गर्नुहोस्।","ma bidesh yatra gardai chu, international usage ko lagi card activate garnuhos.",,1564
BIQ,where do i activate a card for international usage,CARD,activate_card_international_usage,"I'm here to help you with activating your card for international usage. To activate your card for international usage, please follow these steps:

1. Contact our customer service department at {{Customer Service Phone Number}} or visit our website at {{Company Website URL}}.
2. Let our customer service representative know that you'd like to activate your card for international usage.
3. Provide them with your card information, such as the card number, expiration date, and the security code on the back of your card.
4. Our customer service representative will assist you in activating your card for international usage. They may also provide you with additional information regarding any associated fees, restrictions, or security measures.

If you encounter any issues during the activation process or have further questions, please don't hesitate to reach out to our customer service team. We're available to assist you and ensure that your card is ready for international use.",म अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड कसरी सक्रिय गर्न सक्छु?,म international usage का लागि card कसरी activate गर्न सक्छु?,ma international usage ko lagi card kasari activate garna sakchu?,,1565
BCIPQZ,I'd like to activate a card for international usage were do i do it,CARD,activate_card_international_usage,"I'm here to assist you with activating your card for international usage so that you can conveniently use it while traveling abroad. To activate your card for international usage, please follow these steps:

1. Reach out to our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}} for assistance with activating your card.

2. Our customer support representative will guide you through the process and verify your account details.

3. They will provide you with the necessary information and steps to activate your card for international usage.

Remember, it's important to activate your card in advance to ensure seamless transactions while you're overseas. If you have any other questions or need further assistance, feel free to reach out to our customer support team. We're here to help!","म अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्न चाहन्छु, म कहाँ गर्न सक्छु?","म international usage का लागि card activate गर्न चाहन्छु, म कहाँ गर्न सक्छु?","ma antarrashtriya prayog ka lagi card sakriya garna chahanchu, ma kaha garna sakchu?",,1566
BCQZ,im travelling abroad i got to activate a card for internatkonal usage,CARD,activate_card_international_usage,"I'll do my best! I can help you activate your card for international usage while you're traveling abroad. Here's what you need to do:

1. Call our customer support helpline at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Provide them with your card details and let them know that you'll be traveling internationally.
3. They will guide you through the activation process and ensure that your card is ready for international usage.

If you have any other questions or need further assistance, feel free to reach out. Have a fantastic trip!","म विदेश यात्रा गर्दैछु, मलाई अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्नुपर्छ।","म abroad यात्रा गर्दैछु, मलाई international usage का लागि card activate गर्नुपर्छ।","ma bidesh yatra gardai chu, malai international usage ko lagi card activate garnu parcha.",,1567
BCLPZ,"I'm travelling overseas,  I'd like to activate a Visa for international usage",CARD,activate_card_international_usage,"I understand that you're traveling overseas and would like to activate your {{Credit Card}} for international usage. I can assist you with that. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or through our Live Chat on our website at {{Company Website URL}}.
2. Inform them about your travel plans and request to activate your {{Credit Card}} for international usage.
3. They will guide you through the necessary steps and verify your identity for security purposes.
4. Once your card is successfully activated, you'll be able to use it for transactions abroad.

If you have any further questions or need additional assistance, feel free to reach out to us. Have a great trip!","म विदेश यात्रा गर्दैछु, म अन्तर्राष्ट्रिय प्रयोगका लागि भिसा सक्रिय गर्न चाहन्छु।","म overseas यात्रा गर्दैछु, म international usage का लागि Visa activate गर्न चाहन्छु।","ma videsh yatra gardai chu, ma international usage ko lagi visa activate garna chahanchu.",,1568
BCEI,"I am traveling abroad, is it possible to activate an Amex for international usage?",CARD,activate_card_international_usage,"I completely understand that you're traveling abroad and need to activate your {{Credit Card}} for international usage. Activating your card for international usage is an important step to ensure that you can conveniently use it during your travels.

To activate your {{Credit Card}} for international usage, follow these steps:

1. Contact the customer support team of Amex using the phone number provided at the back of your card or visit their website.
2. Inform them about your travel plans and request the activation of your card for international usage.
3. They will guide you through the necessary steps and may require some verification information for security purposes.
4. Once the activation is complete, your {{Credit Card}} will be ready to use internationally.

If you have any further questions or need assistance during the process, feel free to reach out. Have a fantastic trip!","म विदेश यात्रा गर्दैछु, अन्तर्राष्ट्रिय प्रयोगका लागि अमेक्स सक्रिय गर्न सम्भव छ?","म abroad यात्रा गर्दैछु, international usage का लागि Amex activate गर्न सम्भव छ?","ma bidesh yatra gardai chu, international usage ko lagi amex activate garn sambhav chha?",,1569
BCILQZ,wanna activate a master card for internmational usage can ya help me,CARD,activate_card_international_usage,"I'd be more than happy to assist you in activating your MasterCard for international usage. Here are the steps you need to follow:

1. Contact our customer support team at {{Customer Support Phone Number}} or send an email to {{Customer Support Email}}. They will guide you through the activation process.

2. Make sure to provide them with your card details, including the card number and expiration date.

3. They will update your card settings to enable international usage, allowing you to use your MasterCard abroad.

If you have any further questions or need additional assistance, please don't hesitate to let me know. Safe travels!","म अन्तर्राष्ट्रिय प्रयोगको लागि मास्टर कार्ड सक्रिय गर्न चाहन्छु, के तपाई मलाई मद्दत गर्न सक्नुहुन्छ?","म master card activate गर्न चाहन्छु international usage को लागि, के तपाई मलाई help गर्न सक्नुहुन्छ?","ma master card activate garna chahanchu international usage ko lagi, ke tapai malai help garna saknuhunchha?",,1570
BCILQZ,im traveling overseas can ya help me activate a cxard for international usage,CARD,activate_card_international_usage,"I'd be more than happy to assist you with activating your card for international usage while you're traveling overseas. Here's what you need to do:

1. Contact our customer service team at {{Customer Support Phone Number}} or through the Live Chat on our website at {{Company Website URL}}. They will guide you through the process and verify your identity.
2. Make sure to have your card details, including the card number, expiration date, and the name on the card, readily available.
3. Inform the customer service representative about your travel plans and request to activate your card for international usage.
4. They will provide you with any necessary instructions or security measures to ensure the safe and uninterrupted use of your card abroad.

If you encounter any issues or have further questions, don't hesitate to reach out to us. Have a fantastic trip!","म विदेश यात्रा गर्दैछु, के तपाई मलाई अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्न मद्दत गर्न सक्नुहुन्छ?","म overseas यात्रा गर्दैछु, के तपाई मलाई card activate गर्न international usage का लागि help गर्न सक्नुहुन्छ?","ma bidesh yatra gardai chu, ke tapai malai card activate garna international usage ko lagi maddat garna saknuhunchha?",,1571
BCEILQZ,I'm traveling oversea how to activate a visa for international usage,CARD,activate_card_international_usage,"I understand that you're traveling overseas and need to activate your {{Credit Card}} for international usage. Don't worry, I'll guide you through the process. Here are the steps to activate your {{Credit Card}} for international usage:

1. Contact our customer support team {{Customer Support Working Hours}} at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}} to initiate the activation process.
2. Provide the necessary information, such as your card details, identification, and travel itinerary.
3. Our customer support team will verify your information and activate your {{Credit Card}} for international usage.
4. Once activated, you'll receive a confirmation notification via email or SMS.

If you have any further questions or encounter any issues during the activation process, feel free to reach out to our customer support team. Have a great trip abroad, and enjoy the convenience of using your {{Credit Card}} internationally!","म विदेश यात्रा गर्दैछु, अन्तर्राष्ट्रिय प्रयोगका लागि भिसा कसरी सक्रिय गर्ने?","म overseas यात्रा गर्दैछु, international usage का लागि visa कसरी activate गर्ने?","ma videsh yatra gardai chu, international usage ko lagi visa kasari activate garne?",,1572
BCEZ,"I am rtavelling abroad, I need assistance to activate an Amex for international usage",CARD,activate_card_international_usage,"I understand that you're traveling abroad and need assistance activating your {{Credit Card}} for international usage. I'm here to help. 

To activate your card for international usage, you can follow these simple steps:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Provide them with your card details and let them know that you'd like to activate your card for international usage.
3. They will guide you through the necessary security checks and activate your card for international transactions.

Remember, it's always a good idea to notify your bank or credit card provider before traveling internationally to avoid any issues with your card usage.

If you have any further questions or need additional assistance, feel free to reach out. Have a great trip!","म विदेश यात्रा गर्दैछु, अन्तर्राष्ट्रिय प्रयोगका लागि अमेक्स सक्रिय गर्न मलाई सहायता चाहिन्छ।","म abroad यात्रा गर्दैछु, international usage का लागि Amex activate गर्न मलाई assistance चाहिन्छ।","ma bidesh yatra gardai chu, international usage ko lagi amex activate garna malai sahayata chaiyo.",,1573
BCZ,"I have to cativate a card for international usage, help me",CARD,activate_card_international_usage,"I'm here to assist you with activating your card for international usage. Activating your card is a simple process. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Provide them with your card details and let them know that you'd like to activate your card for international usage.
3. They will guide you through the necessary steps and ensure that your card is activated for international transactions.

If you have any further questions or need additional assistance, feel free to reach out. We're here to help make sure your card is ready for your international travels!","मलाई अन्तर्राष्ट्रिय प्रयोगको लागि कार्ड सक्रिय गर्नुपर्छ, मलाई मद्दत गर्नुहोस्।","मलाई international usage को लागि card activate गर्नुपर्छ, मलाई help गर्नुहोस्।","malai international usage ko lagi card activate garnu parcha, malai help garnuhos.",,1574
BCELQ,I'm traveling abroad help me activating a master card for international usage,CARD,activate_card_international_usage,"I can help you with that! Activating your {{Credit Card}} for international usage while you're traveling abroad is important to ensure uninterrupted access to your funds. Here's what you need to do:

1. Contact our customer service at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Let them know that you need to activate your {{Credit Card}} for international usage.
3. Provide any necessary information, such as your card details and travel dates.
4. They will guide you through the activation process and ensure your card is ready for international transactions.

If you have any other questions or need further assistance, feel free to let me know. Have a great trip!","म विदेश यात्रा गर्दैछु, अन्तर्राष्ट्रिय प्रयोगको लागि मास्टर कार्ड सक्रिय गर्न मद्दत गर्नुहोस्।","म abroad यात्रा गर्दैछु, international usage को लागि master card activate गर्न help गर्नुहोस्।","ma bidesh yatra gardai chu, international usage ko lagi master card activate garna maddat garnuhos.",,1575
BIP,would it be possible to activate a card for international usage?,CARD,activate_card_international_usage,"I can definitely assist you with activating your card for international usage. Here's what you need to do:

1. Reach out to our customer support team either through our {{Customer Support Phone Number}} or by sending an email to {{Customer Support Email Address}}.
2. Inform them that you would like to activate your card for international usage.
3. They will guide you through the necessary steps and provide any additional information or documentation required.
4. Once the activation process is complete, you will be able to use your card internationally without any issues.

If you have any further questions or need clarification, feel free to let me know. I'm here to help!",कार्ड अन्तर्राष्ट्रिय प्रयोगका लागि सक्रिय गर्न सम्भव हुनेछ?,card international usage का लागि activate गर्न सम्भव हुनेछ?,card international usage ko lagi activate garna sambhav hunechha?,,1576
BCL,"I'm traveling overseas, I need help activating a card for international usage",CARD,activate_card_international_usage,"I'd be happy to assist you with activating your card for international usage during your trip abroad.

To activate your card for international usage, you can follow these steps:
1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Provide them with your card details and let them know that you'll be traveling overseas.
3. They will guide you through the process of activating your card for international usage. They may also provide you with important information about any fees or restrictions that may apply.

By activating your card for international usage, you'll be able to enjoy a seamless experience while traveling abroad. If you have any other questions or need further assistance, feel free to let me know. Have a fantastic trip!","म विदेश यात्रा गर्दैछु, मलाई अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्न मद्दत चाहिन्छ।","म overseas यात्रा गर्दैछु, मलाई card activate गर्न international usage का लागि help चाहिन्छ।","ma videsh yatra gardai chu, malai international usage ko lagi card activate garna maddat chaiyo.",,1577
BCIQZ,im travelling abroad how can i activate a cad for international usage,CARD,activate_card_international_usage,"I'm here to assist you with activating your card for international usage while you're traveling abroad. Here's what you need to do:

1. Contact our customer support at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Provide them with the necessary details, such as your card information and your travel dates.
3. They will guide you through the process of enabling international usage for your card.
4. In some cases, you may need to verify your identity or provide additional information for security purposes.
5. Once the activation is complete, you will be able to use your card internationally with ease.

If you have any further questions or need assistance during the process, feel free to reach out. Have a great trip!","म विदेश यात्रा गर्दैछु, म अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड कसरी सक्रिय गर्न सक्छु?","म abroad यात्रा गर्दैछु, म international usage का लागि card कसरी activate गर्न सक्छु?","ma bidesh yatra gardai chu, ma international usage ko lagi card kasari activate garna sakchu?",,1578
BCEIL,"I am travelling overseas, how do I activate a Visa for international usage?",CARD,activate_card_international_usage,"I catch on to the fact that you're traveling overseas and need to activate your {{Credit Card}} for international usage. I can assist you with that. Here's what you need to do:

1. Contact our customer support at {{Customer Support Phone Number}}, or visit our website at {{Company Website URL}}.
2. Provide them with your card details and let them know that you want to activate your {{Credit Card}} for international usage.
3. They will guide you through the necessary steps to activate your card.
4. Once your card is activated, you'll be able to use it for international transactions.

If you have any further questions or need additional assistance, feel free to let me know. Have a great trip!","म विदेश यात्रा गर्दैछु, म अन्तर्राष्ट्रिय प्रयोगको लागि भिसा कसरी सक्रिय गर्न सक्छु?","म overseas यात्रा गर्दैछु, म international usage को लागि Visa कसरी activate गर्न सक्छु?","ma bidesh yatra gardai chu, ma international usage ko lagi visa kasari activate garna sakchu?",,1579
BCLQ,im travelling overseas i wanna activate a visa for international usage,CARD,activate_card_international_usage,"I'll do my best! I'd be happy to assist you with activating your {{Credit Card}} for international usage while you're traveling overseas. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or email us at {{Customer Support Email Address}}. They will guide you through the activation process and provide any additional information you may need.

2. Make sure to have your {{Credit Card}} details handy, including the card number, expiration date, and CVV code. This information will be required during the activation process.

3. Our customer support team will verify your identity and assist you in activating your {{Credit Card}} for international usage. They will also provide you with important information such as transaction fees, currency exchange rates, and any usage limitations or restrictions.

4. Once your {{Credit Card}} is activated for international usage, you'll be able to use it confidently and securely while traveling overseas.

If you have any further questions or need assistance during the activation process, don't hesitate to reach out. We're here to ensure a smooth and convenient experience for you while using your {{Credit Card}} abroad. Have a great trip!","म विदेश यात्रा गर्दैछु, म अन्तर्राष्ट्रिय प्रयोगका लागि भिसा सक्रिय गर्न चाहन्छु।","म overseas यात्रा गर्दैछु, म international usage का लागि visa activate गर्न चाहन्छु।","ma bidesh yatra gardai chu, ma international usage ko lagi visa activate garna chahanchu.",,1580
BCLZ,"I'm travelling oversas, activate a Visa for international usage",CARD,activate_card_international_usage,"I can assist you with that! It's essential to activate your {{Credit Card}} for international usage before traveling overseas. Here's what you need to do:

1. Contact our customer support team at {{Customer Support Phone Number}} or visit our website at {{Company Website URL}}.
2. Request to activate your {{Credit Card}} for international use.
3. Provide them with your card details, such as the card number, expiration date, and security code.
4. They will verify your identity and activate your card for international transactions.
5. Once it's activated, you'll be able to use your {{Credit Card}} seamlessly during your trip abroad.

If you need any further assistance or have more questions, feel free to let me know. Have a fantastic trip!","म विदेश यात्रा गर्दैछु, अन्तर्राष्ट्रिय प्रयोगका लागि भिसा सक्रिय गर्नुहोस्।","म overseas यात्रा गर्दैछु, international usage का लागि Visa activate गर्नुहोस्।","ma bidesh yatra gardai chu, international usage ko lagi visa activate garnuhos.",,1581
BCEILZ,"I am traveling overseas, can you help me activate an credit card for international usage?",CARD,activate_card_international_usage,"I'm here to assist you with activating your credit card for international usage during your travels overseas. Here's what you need to do:

1. Give a call to our {{Customer Support Team}} at {{Customer Support Phone Number}} and inform them about your travel plans. They will guide you through the activation process.

2. Alternatively, you can log in to your online banking account and navigate to the ""Card Management"" or ""Account Settings"" section. Look for an option to enable international usage for your credit card.

3. If you prefer the convenience of mobile banking, you can also use our mobile app to activate international usage. Simply download our app from the {{App Store}} or {{Google Play Store}}, log in to your account, and follow the prompts to activate international usage for your credit card.

Remember, it's always a good idea to inform your bank about your travel plans to prevent any potential issues with your card during your trip. Have a safe and enjoyable journey! If you have any further questions, feel free to ask.","म विदेश यात्रा गर्दैछु, के तपाई मलाई अन्तर्राष्ट्रिय प्रयोगका लागि क्रेडिट कार्ड सक्रिय गर्न मद्दत गर्न सक्नुहुन्छ?","म overseas यात्रा गर्दैछु, के तपाई मलाई credit card activate गर्न international usage का लागि मद्दत गर्न सक्नुहुन्छ?","ma videsh yatra gardai chu, ke tapai malai international usage ko lagi credit card activate garna maddat garna saknuhunchha?",,1582
BCEILZ,"I am travelling overseas, how do I activate a Visa for intenational usage?",CARD,activate_card_international_usage,"I've become conscious that you're traveling overseas and you need to activate your {{Credit Card}} for international usage. I'm here to assist you with that. Activating your card for international usage is simple. Here's what you need to do:

1. Contact our {{Customer Support Team}} either through the {{24/7 helpline}} or via email at {{support@example.com}}. Let them know that you're traveling overseas and would like to activate your {{Credit Card}} for international usage.

2. Provide them with your {{Card Number}} and any other required verification information. This is to ensure the security of your account.

3. Our customer support team will guide you through the activation process and provide any additional instructions, if needed.

4. Once your {{Credit Card}} is activated for international usage, you'll be able to use it anywhere abroad without any issues.

If you have any further questions or need assistance with anything else, feel free to let me know. Safe travels!","म विदेश यात्रा गर्दैछु, म अन्तर्राष्ट्रिय प्रयोगका लागि भिसा कसरी सक्रिय गर्न सक्छु?","म overseas यात्रा गर्दैछु, म international usage का लागि Visa कसरी activate गर्न सक्छु?","ma bidesh yatra gardai chu, ma international usage ko lagi visa kasari activate garna sakchu?",,1583
BCIPQ,im travelling abroad could i activate a card for international usage,CARD,activate_card_international_usage,"I can assist you with activating your card for international usage during your travels abroad. It's essential to have your card working seamlessly while you're away. Here's what you need to do:

1. Contact our customer service team at {{Customer Support Phone Number}} or email us at {{Customer Support Email}}. Let them know that you want to activate your card for international usage.

2. Provide the necessary information, such as your card details and your travel dates. This helps us ensure the security of your account.

3. Our customer service team will guide you through the process and provide you with any additional information or steps required.

4. Once your card is activated, you'll be able to conveniently use it internationally for purchases and transactions.

If you have any other questions or need further assistance, feel free to reach out to our customer service team. Have a great trip!","म विदेश यात्रा गर्दैछु, के म अन्तर्राष्ट्रिय प्रयोगका लागि कार्ड सक्रिय गर्न सक्छु?","म abroad यात्रा गर्दैछु, के म international usage का लागि card activate गर्न सक्छु?","ma bidesh yatra gardai chu, ke ma international usage ko lagi card activate garna sakchu?",,1584
